source_taxon_name,interaction_type,target_taxon_name,latitude,longitude
Psaenythia rufipes,visitsFlowersOf,Hysterionica jasionoides,-42.74852,-72.61002
Psaenythia rufipes,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Arhysosage bifasciata,visitsFlowersOf,Eriosyce,-42.74852,-72.61002
Arhysosage bifasciata,visitsFlowersOf,Tunilla corrugata,-42.74852,-72.61002
Colletes,visitsFlowersOf,Polygala hongkongensis stenophylla,-42.74852,-72.61002
Colletes,visitsFlowersOf,Larrea divaricata,-42.74852,-72.61002
Centris,visitsFlowersOf,Oxalidaceae,-42.74852,-72.61002
Centris,visitsFlowersOf,Lathyrus,-42.74852,-72.61002
Centris,visitsFlowersOf,Larrea divaricata,-42.74852,-72.61002
Dialictus,visitsFlowersOf,Tunilla corrugata,-42.74852,-72.61002
Dialictus,visitsFlowersOf,Lathyrus,-42.74852,-72.61002
Dialictus,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Dialictus,visitsFlowersOf,Baccharis angustifolia,-42.74852,-72.61002
Sappho,visitsFlowersOf,Oenothera mendocinensis,-42.74852,-72.61002
Sappho,visitsFlowersOf,Mutisia decurrens,-42.74852,-72.61002
Svastrides zebra,visitsFlowersOf,Larrea divaricata,-42.74852,-72.61002
Svastrides zebra,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Epicauta,visitsFlowersOf,Larrea divaricata,-42.74852,-72.61002
Cynthia cardui,visitsFlowersOf,Junellia toninii,-42.74852,-72.61002
Cynthia cardui,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Cynthia cardui,visitsFlowersOf,Arjona ruscifolia,-42.74852,-72.61002
Tatochila,visitsFlowersOf,Junellia toninii,-42.74852,-72.61002
Tatochila,visitsFlowersOf,Arjona ruscifolia,-42.74852,-72.61002
Hemiptera,visitsFlowersOf,Hysterionica jasionoides,-42.74852,-72.61002
Hemiptera,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Tephritidae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Muscidae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Muscidae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Muscidae,visitsFlowersOf,Baccharis angustifolia,-42.74852,-72.61002
Mordellidae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Mordellidae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Eriopisa,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Empididae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Diadasia patagonica,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Curculionidae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Compsomyiops fulvicrura,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Compsomyiops fulvicrura,visitsFlowersOf,Discaria,-42.74852,-72.61002
