"source_taxon_name","interaction_type","target_taxon_name","latitude","longitude","Area"
"Beauveria bassiana","pathogenOf","Lymantria dispar",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Bombyx mori",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Galleria mellonella",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Musca domestica",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Lissorhoptrus oryzophilus",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Helicoverpa",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Euproctis pseudoconspersa",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Glyphodes pyloalis",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Chilo suppressalis",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Mythimna",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Adoxophyes",35.68536,139.75309,"Temperate Asia"
"Beauveria bassiana","pathogenOf","Crimissa nr. cruralis CND-2003",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Systena",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Schirius",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Aracanthus",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Podisus",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Cerotoma",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Solenopsis",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Sternechus subsignatus",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Terastia meticulosalis",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Stenoma decora",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Euschistus heros",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Cosmopolites sordidus",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Coleomegilla maculata",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Brassolis",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Zulia",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Tibraca limbativentris",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Oebalus",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Metamasius hemipterus",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Diabrotica",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Deois",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Lagria",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Bombyx mori",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Hypothenemus hampei",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Forficula auricularia",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Diatraea saccharalis",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Chalcodermus aeneus",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Spodoptera frugiperda",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Solenopsis invicta",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Sitophilus oryzae",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Nezara viridula",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Anthonomus grandis",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Empoasca",-10,-55,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Premnotrypes",4,-73.25,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Ancognatha",4,-73.25,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Premnotrypes",-10,-75.25,"Tropical South-America"
"Beauveria bassiana","pathogenOf","Hypothenemus hampei",8,-5.5,"Tropical Africa"
"Beauveria bassiana","pathogenOf","Hypothenemus hampei",8.66667,1.08333,"Tropical Africa"
"Beauveria bassiana","pathogenOf","Pachybrachis",2.5,112.5,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Scotinophora coarctata",13,122,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Leptocorisa oratorius",13,122,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Bombyx mori",13,122,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Bemisia tabaci",13,122,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Cnaphalocrocis medinalis",13,122,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Plutella xylostella",13,122,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Nilaparvata lugens",13,122,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Palmartona catoxantha",1.36667,103.8,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Stephanoderes",13.9427,121.8463,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Nilaparvata lugens",-5,120,"Tropical South Asia"
"Beauveria bassiana","pathogenOf","Helopeltis clavifer",-6,147,"Tropical South Asia"
